sample	strainID	count_correct	sample_tot_raw	f_raw	community_id	n_species	community_type	replicate	plate_well	notes	batch
3sp_2_0	HAMBI_1896	7667	12316	0.6225235466060409	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_1972	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_1977	37	12316	0.003004222150048717	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_1988	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_2159	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_2160	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_2164	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_2443	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_2494	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_2659	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_2792	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_3031	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_2_0	HAMBI_3237	0	12316	0	T03	3	pos_ctrl	2	07B	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_0006	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_0097	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_0105	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_0262	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_0403	11796	12949	0.9109583751641054	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1279	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1287	738	12949	0.056992817978222254	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1292	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1299	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1842	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1896	42	12949	0.0032434937060776894	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1972	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1977	373	12949	0.02880531315159472	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_1988	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_2159	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_2160	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_2164	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_2443	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_2494	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_2659	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_2792	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_3031	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_3_0	HAMBI_3237	0	12949	0	T25	3	pos_ctrl	3	07C	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_0006	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_0097	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_0105	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_0262	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_0403	834	8938	0.09330946520474379	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1279	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1287	1435	8938	0.16055045871559634	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1292	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1299	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1842	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1896	51	8938	0.00570597449093757	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1972	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1977	6618	8938	0.7404341015887224	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_1988	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_2159	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_2160	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_2164	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_2443	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_2494	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_2659	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_2792	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_3031	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_4_0	HAMBI_3237	0	8938	0	T27	3	pos_ctrl	4	07D	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_0006	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_0097	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_0105	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_0262	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_0403	2643	11061	0.23894765391917547	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1279	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1287	6	11061	5.424464334147003e-4	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1292	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1299	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1842	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1896	7661	11061	0.6926136877316699	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1972	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1977	751	11061	0.06789621191573998	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_1988	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_2159	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_2160	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_2164	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_2443	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_2494	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_2659	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_2792	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_3031	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_5_0	HAMBI_3237	0	11061	0	T50	3	pos_ctrl	5	07E	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_6_0	HAMBI_0006	0	8641	0	T51	3	pos_ctrl	6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_6_0	HAMBI_0097	0	8641	0	T51	3	pos_ctrl	6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_6_0	HAMBI_0105	0	8641	0	T51	3	pos_ctrl	6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_6_0	HAMBI_0262	0	8641	0	T51	3	pos_ctrl	6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_6_0	HAMBI_0403	2927	8641	0.3387339428306909	T51	3	pos_ctrl	6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_6_0	HAMBI_1279	0	8641	0	T51	3	pos_ctrl	6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
3sp_6_0	HAMBI_1287	8	8641	9.258187709755816e-4	T51	3	pos_ctrl	6	07F	These are samples from the trios masterplate, but with DNA extraction done with a Qiagen kit. The goal is to use these “high quality” qiagen samples to correct for the biases in the boil prep.	run20240711
